Flow Type,Country,Country Code,Total Migrants,Male,Female,Male %,Continent,YEAR
Immigrants,Bahamas,44,308,140,168,45.5,North America,"2,015"
Immigrants,Madagascar,450,295,114,181,38.6,Africa,"2,015"
Immigrants,Panama,591,255,131,124,51.4,Central America,"2,015"
Immigrants,Luxembourg,442,252,112,140,44.4,Europe,"2,015"
Immigrants,Réunion,638,222,100,122,45,Africa,"2,015"
Immigrants,Dominican Republic,214,208,83,125,39.9,North America,"2,015"
Immigrants,Djibouti,262,190,98,92,51.6,Africa,"2,015"
Immigrants,Puerto Rico,630,172,92,80,53.5,North America,"2,015"
Immigrants,Suriname,740,165,67,98,40.6,South America,"2,015"
Immigrants,Tajikistan,762,158,57,101,36.1,Asia,"2,015"
Immigrants,Lesotho,426,150,80,70,53.3,Africa,"2,015"
Immigrants,Curaçao,531,148,66,82,44.6,America,"2,015"
Immigrants,Grenada,308,140,70,70,50,North America,"2,015"
Immigrants,Gambia,270,128,72,56,56.2,Africa,"2,015"
Immigrants,Haiti,332,120,60,60,50,North America,"2,015"
Immigrants,Guam,316,120,62,58,51.7,Oceania,"2,015"
Immigrants,Benin,204,105,75,30,71.4,Africa,"2,015"
Immigrants,Turkmenistan,795,102,30,72,29.4,Asia,"2,015"
Immigrants,Monaco,492,82,40,42,48.8,Europe,"2,015"
Immigrants,Belize,84,80,35,45,43.8,Central America,"2,015"
Immigrants,Mali,466,80,48,32,60,Africa,"2,015"
Immigrants,Saint Lucia,662,70,40,30,57.1,North America,"2,015"
Immigrants,Saint Vincent and the Grenadines,670,70,40,30,57.1,North America,"2,015"
Immigrants,Aruba,533,68,28,40,41.2,North America,"2,015"
Immigrants,Chad,148,68,43,25,63.2,Africa,"2,015"
Immigrants,Antigua and Barbuda,28,58,23,35,39.7,North America,"2,015"
Immigrants,Burkina Faso,854,58,36,22,62.1,Africa,"2,015"
Immigrants,Gabon,266,47,27,20,57.4,Africa,"2,015"
Immigrants,Central African Republic,140,33,21,12,63.6,Africa,"2,015"
Emigrants,United Kingdom,826,125672,61705,63967,49.1,Europe,"2,015"
Emigrants,New Zealand,554,68984,32353,36631,46.9,Australia,"2,015"
Emigrants,Japan,392,34359,20684,13675,60.2,Asia,"2,015"
Emigrants,Canada,124,30029,15705,14324,52.3,North America,"2,015"
Emigrants,Greece,300,20182,8698,11484,43.1,Europe,"2,015"
Emigrants,Italy,380,18983,8353,10630,44,Europe,"2,015"
Emigrants,Singapore,702,14060,7410,6650,52.7,Asia,"2,015"
Emigrants,China,156,13046,7267,5779,55.7,Asia,"2,015"
Emigrants,Papua New Guinea,598,9183,6226,2957,67.8,Oceania,"2,015"
Emigrants,"China, Hong Kong SAR",344,9098,4704,4394,51.7,Asia,"2,015"
Emigrants,Ireland,372,6602,3314,3288,50.2,Europe,"2,015"
Emigrants,Malta,470,6006,3051,2955,50.8,Europe,"2,015"
Emigrants,Israel,376,3480,1740,1740,50,Asia,"2,015"
Emigrants,Denmark,208,3006,1593,1413,53,Europe,"2,015"
Emigrants,Cyprus,196,2870,1395,1475,48.6,Asia,"2,015"
Emigrants,South Africa,710,2667,1355,1312,50.8,Africa,"2,015"
Emigrants,Indonesia,360,2563,1369,1194,53.4,Asia,"2,015"
Emigrants,Malaysia,458,2432,1342,1090,55.2,Asia,"2,015"
Emigrants,Philippines,608,2407,1721,686,71.5,Asia,"2,015"
Emigrants,Norway,578,2206,1346,860,61,Europe,"2,015"
Emigrants,India,356,1986,1027,959,51.7,Asia,"2,015"
Emigrants,Fiji,242,1887,1019,868,54,Oceania,"2,015"
Emigrants,Croatia,191,1595,754,841,47.3,Europe,"2,015"
Emigrants,Chile,152,1236,641,595,51.9,South America,"2,015"
Emigrants,Portugal,620,1202,523,679,43.5,Europe,"2,015"
Emigrants,Poland,616,1153,664,489,57.6,Europe,"2,015"
Emigrants,Finland,246,1035,635,400,61.4,Europe,"2,015"
Emigrants,Hungary,348,906,466,440,51.4,Europe,"2,015"
Emigrants,Argentina,32,892,409,483,45.9,South America,"2,015"
Emigrants,Taiwan,158,786,549,237,69.8,Asia,"2,015"
Emigrants,Libya,434,746,521,225,69.8,Africa,"2,015"
Emigrants,Serbia,688,683,333,350,48.8,Europe,"2,015"
Emigrants,Brazil,76,660,585,75,88.6,South America,"2,015"
Emigrants,Vanuatu,548,651,324,327,49.8,Oceania,"2,015"
Emigrants,Timor-Leste,626,562,349,213,62.1,Asia,"2,015"
Emigrants,Namibia,516,524,204,320,38.9,Africa,"2,015"
Emigrants,Brunei Darussalam,96,515,283,232,55,Asia,"2,015"
Emigrants,Mexico,484,479,257,222,53.7,North America,"2,015"
Emigrants,Sri Lanka,144,469,226,243,48.2,Asia,"2,015"
Emigrants,Peru,604,442,247,195,55.9,South America,"2,015"
Emigrants,Colombia,170,438,238,200,54.3,South America,"2,015"
Emigrants,Botswana,72,367,177,190,48.2,Africa,"2,015"
Emigrants,Slovenia,705,363,201,162,55.4,Europe,"2,015"
Emigrants,Slovakia,703,288,158,130,54.9,Europe,"2,015"
Emigrants,Samoa,882,287,160,127,55.7,Oceania,"2,015"
Emigrants,Solomon Islands,90,279,157,122,56.3,Oceania,"2,015"
Emigrants,Panama,591,279,194,85,69.5,Central America,"2,015"
Emigrants,New Caledonia,540,258,98,160,38,Oceania,"2,015"
Emigrants,Mongolia,496,233,131,102,56.2,Asia,"2,015"
Emigrants,Zambia,894,232,119,113,51.3,Africa,"2,015"
Emigrants,Bolivia,68,229,126,103,55,South America,"2,015"
Emigrants,Ecuador,218,206,112,94,54.4,South America,"2,015"
Emigrants,Laos,418,205,144,61,70.2,Asia,"2,015"
Emigrants,Dem. People's Republic of Korea,408,202,109,93,54,Asia,"2,015"
Emigrants,Bulgaria,100,200,110,90,55,Europe,"2,015"
Emigrants,Uganda,800,180,83,97,46.1,Africa,"2,015"
Emigrants,Venezuela,862,148,76,72,51.4,South America,"2,015"
Emigrants,Montenegro,499,137,45,92,32.8,Europe,"2,015"
Emigrants,Iceland,352,121,60,61,49.6,Europe,"2,015"
Emigrants,Cambodia,116,116,77,39,66.4,Asia,"2,015"
Emigrants,Azerbaijan,31,114,53,61,46.5,Asia,"2,015"
Emigrants,Estonia,233,98,75,23,76.5,Europe,"2,015"
Emigrants,Latvia,428,83,59,24,71.1,Europe,"2,015"
Emigrants,Bahamas,44,83,42,41,50.6,North America,"2,015"
Emigrants,Kiribati,296,82,46,36,56.1,Oceania,"2,015"
Emigrants,Maldives,462,78,69,9,88.5,Asia,"2,015"
Emigrants,Luxembourg,442,76,42,34,55.3,Europe,"2,015"
Emigrants,French Polynesia,258,70,34,36,48.6,Oceania,"2,015"
Emigrants,Guatemala,320,67,41,26,61.2,Central America,"2,015"
Emigrants,Costa Rica,188,67,34,33,50.7,Central America,"2,015"
Emigrants,Swaziland,748,55,32,23,58.2,Africa,"2,015"
Emigrants,Seychelles,690,51,27,24,52.9,Africa,"2,015"
Emigrants,Lithuania,440,41,32,9,78,Europe,"2,015"
Emigrants,Dominican Republic,214,40,28,12,70,North America,"2,015"
Emigrants,Ghana,288,33,14,19,42.4,Africa,"2,015"
Emigrants,Belarus,112,28,12,16,42.9,Europe,"2,015"
Emigrants,El Salvador,222,27,10,17,37,Central America,"2,015"
Emigrants,Bhutan,64,27,22,5,81.5,Asia,"2,015"
Emigrants,Barbados,52,24,12,12,50,North America,"2,015"
Emigrants,Saint Lucia,662,12,4,8,33.3,North America,"2,015"
Emigrants,Guinea,324,10,7,3,70,Africa,"2,015"
Emigrants,Central African Republic,140,10,5,5,50,Africa,"2,015"
Emigrants,Antigua and Barbuda,28,7,4,3,57.1,North America,"2,015"
Immigrants,United Kingdom,826,1171185,596133,575052,50.9,Europe,"2,020"
Immigrants,India,356,707980,383725,324255,54.2,Asia,"2,020"
Immigrants,China,156,632690,281547,351143,44.5,Asia,"2,020"
Immigrants,New Zealand,554,583769,296555,287214,50.8,Australia,"2,020"
Immigrants,Philippines,608,305063,119280,185783,39.1,Asia,"2,020"
Immigrants,Viet Nam,704,273771,120459,153312,44,Asia,"2,020"
Immigrants,South Africa,710,199994,99397,100597,49.7,Africa,"2,020"
Immigrants,Malaysia,458,177343,83529,93814,47.1,Asia,"2,020"
Immigrants,Italy,380,174147,88989,85158,51.1,Europe,"2,020"
Immigrants,Sri Lanka,144,140771,73482,67289,52.2,Asia,"2,020"
Immigrants,Nepal,524,128651,69986,58665,54.4,Asia,"2,020"
Immigrants,United States of America,840,112841,53148,59693,47.1,North America,"2,020"
Immigrants,Republic of Korea,410,111668,51367,60301,46,Asia,"2,020"
Immigrants,Germany,276,109881,51314,58567,46.7,Europe,"2,020"
Immigrants,"China, Hong Kong SAR",344,103398,49528,53870,47.9,Asia,"2,020"
Immigrants,Greece,300,103086,49069,54017,47.6,Europe,"2,020"
Immigrants,Iraq,368,99643,51017,48626,51.2,Asia,"2,020"
Immigrants,Pakistan,586,95549,57425,38124,60.1,Asia,"2,020"
Immigrants,Lebanon,422,95153,49670,45483,52.2,Asia,"2,020"
Immigrants,Indonesia,360,93414,39421,53993,42.2,Asia,"2,020"
Immigrants,Thailand,764,88230,26645,61585,30.2,Asia,"2,020"
Immigrants,Ireland,372,87726,46758,40968,53.3,Europe,"2,020"
Immigrants,Fiji,242,76355,35887,40468,47,Oceania,"2,020"
Immigrants,Iran,364,76276,40884,35392,53.6,Asia,"2,020"
Immigrants,Netherlands,528,72244,36266,35978,50.2,Europe,"2,020"
Immigrants,Singapore,702,64938,28638,36300,44.1,Asia,"2,020"
Immigrants,Afghanistan,4,62531,36331,26200,58.1,Asia,"2,020"
Immigrants,Canada,124,56241,25308,30933,45,North America,"2,020"
Immigrants,Taiwan,158,55039,22786,32253,41.4,Asia,"2,020"
Immigrants,Bangladesh,50,55031,29882,25149,54.3,Asia,"2,020"
Immigrants,Croatia,191,54563,26845,27718,49.2,Europe,"2,020"
Immigrants,Brazil,76,52702,24928,27774,47.3,South America,"2,020"
Immigrants,TFYR Macedonia,807,51159,25324,25835,49.5,Europe,"2,020"
Immigrants,Poland,616,50819,21751,29068,42.8,Europe,"2,020"
Immigrants,Japan,392,48694,14657,34037,30.1,Asia,"2,020"
Immigrants,Egypt,818,47278,24679,22599,52.2,Africa,"2,020"
Immigrants,Zimbabwe,716,44036,21754,22282,49.4,Africa,"2,020"
Immigrants,Turkey,792,42286,22031,20255,52.1,Asia,"2,020"
Immigrants,Cambodia,116,41140,18307,22833,44.5,Asia,"2,020"
Immigrants,Myanmar,104,41133,20772,20361,50.5,Asia,"2,020"
Immigrants,France,250,40124,20664,19460,51.5,Europe,"2,020"
Immigrants,Malta,470,39249,19703,19546,50.2,Europe,"2,020"
Immigrants,Colombia,170,39104,18457,20647,47.2,South America,"2,020"
Immigrants,Papua New Guinea,598,33732,15078,18654,44.7,Oceania,"2,020"
Immigrants,Samoa,882,33647,17025,16622,50.6,Oceania,"2,020"
Immigrants,Chile,152,33595,16294,17301,48.5,South America,"2,020"
Immigrants,Bosnia and Herzegovina,70,32994,16167,16827,49,Europe,"2,020"
Immigrants,Serbia,688,31787,15448,16339,48.6,Europe,"2,020"
Immigrants,Syrian Arab Republic,760,31180,15465,15715,49.6,Asia,"2,020"
Immigrants,Mauritius,480,29308,14332,14976,48.9,Africa,"2,020"
Immigrants,Russian Federation,643,28593,10722,17871,37.5,Europe,"2,020"
Immigrants,Kenya,404,24960,11906,13054,47.7,Africa,"2,020"
Immigrants,Argentina,32,20027,9693,10334,48.4,South America,"2,020"
Immigrants,Spain,724,19333,9415,9918,48.7,Europe,"2,020"
Immigrants,Hungary,348,18673,8926,9747,47.8,Europe,"2,020"
Immigrants,Portugal,620,18631,9483,9148,50.9,Europe,"2,020"
Immigrants,Sudan,729,18588,9461,9127,50.9,Africa,"2,020"
Immigrants,Cyprus,196,18425,8918,9507,48.4,Asia,"2,020"
Immigrants,Ukraine,804,17109,6998,10111,40.9,Europe,"2,020"
Immigrants,Romania,642,16766,7897,8869,47.1,Europe,"2,020"
Immigrants,Austria,40,15703,8087,7616,51.5,Europe,"2,020"
Immigrants,Ethiopia,231,15644,7572,8072,48.4,Africa,"2,020"
Immigrants,Tonga,776,15295,8596,6699,56.2,Oceania,"2,020"
Immigrants,Saudi Arabia,682,14974,8146,6828,54.4,Asia,"2,020"
Immigrants,Nigeria,566,14133,8211,5922,58.1,Africa,"2,020"
Immigrants,Switzerland,756,13924,7185,6739,51.6,Europe,"2,020"
Immigrants,United Arab Emirates,784,13588,7147,6441,52.6,Asia,"2,020"
Immigrants,Peru,604,12802,5454,7348,42.6,South America,"2,020"
Immigrants,Bhutan,64,12424,6125,6299,49.3,Asia,"2,020"
Immigrants,Israel,376,12151,6756,5395,55.6,Asia,"2,020"
Immigrants,Czech Republic,203,11756,5361,6395,45.6,Europe,"2,020"
Immigrants,Sweden,752,11728,4773,6955,40.7,Europe,"2,020"
Immigrants,Laos,418,11680,5314,6366,45.5,Asia,"2,020"
Immigrants,El Salvador,222,11260,5382,5878,47.8,Central America,"2,020"
Immigrants,Uruguay,858,10470,4963,5507,47.4,South America,"2,020"
Immigrants,Timor-Leste,626,10247,5236,5011,51.1,Asia,"2,020"
Immigrants,Denmark,208,9646,4891,4755,50.7,Europe,"2,020"
Immigrants,Somalia,706,9268,4458,4810,48.1,Africa,"2,020"
Immigrants,South Sudan,728,9004,4682,4322,52,Africa,"2,020"
Immigrants,Finland,246,8576,3319,5257,38.7,Europe,"2,020"
Immigrants,Jordan,400,8544,4691,3853,54.9,Asia,"2,020"
Immigrants,Belgium,56,7823,3912,3911,50,Europe,"2,020"
Immigrants,Mexico,484,7647,3571,4076,46.7,North America,"2,020"
Immigrants,Zambia,894,7609,3736,3873,49.1,Africa,"2,020"
Immigrants,Kuwait,414,7381,4185,3196,56.7,Asia,"2,020"
Immigrants,Venezuela,862,7349,3557,3792,48.4,South America,"2,020"
Immigrants,Ghana,288,7169,3957,3212,55.2,Africa,"2,020"
Immigrants,Slovakia,703,6999,3143,3856,44.9,Europe,"2,020"
Immigrants,D.R. Congo,180,6895,3482,3413,50.5,Africa,"2,020"
Immigrants,Slovenia,705,6627,3174,3453,47.9,Europe,"2,020"
Immigrants,Mongolia,496,6319,3039,3280,48.1,Asia,"2,020"
Immigrants,Eritrea,232,6230,3053,3177,49,Africa,"2,020"
Immigrants,Tanzania,834,4885,2545,2340,52.1,Africa,"2,020"
Immigrants,Uganda,800,4582,2236,2346,48.8,Africa,"2,020"
Immigrants,Bulgaria,100,4108,1832,2276,44.6,Europe,"2,020"
Immigrants,Norway,578,4100,1833,2267,44.7,Europe,"2,020"
Immigrants,Sierra Leone,694,4094,2047,2047,50,Africa,"2,020"
Immigrants,Latvia,428,3990,1528,2462,38.3,Europe,"2,020"
Immigrants,Albania,8,3973,2026,1947,51,Europe,"2,020"
Immigrants,Vanuatu,548,3750,2524,1226,67.3,Oceania,"2,020"
Immigrants,Liberia,430,3579,1689,1890,47.2,Africa,"2,020"
Immigrants,Estonia,233,3553,1460,2093,41.1,Europe,"2,020"
Immigrants,Lithuania,440,3339,1279,2060,38.3,Europe,"2,020"
Immigrants,State of Palestine,275,3230,1802,1428,55.8,Asia,"2,020"
Immigrants,Brunei Darussalam,96,3159,1504,1655,47.6,Asia,"2,020"
Immigrants,Burundi,108,3037,1518,1519,50,Africa,"2,020"
Immigrants,"China, Macao SAR",446,2961,1324,1637,44.7,Asia,"2,020"
Immigrants,Solomon Islands,90,2886,1359,1527,47.1,Oceania,"2,020"
Immigrants,Libya,434,2881,1524,1357,52.9,Africa,"2,020"
Immigrants,Ecuador,218,2836,1341,1495,47.3,South America,"2,020"
Immigrants,Seychelles,690,2831,1280,1551,45.2,Africa,"2,020"
Immigrants,Morocco,504,2603,1367,1236,52.5,Africa,"2,020"
Immigrants,Belarus,112,2479,959,1520,38.7,Europe,"2,020"
Immigrants,Kazakhstan,398,2438,870,1568,35.7,Asia,"2,020"
Immigrants,Congo,178,2324,1092,1232,47,Africa,"2,020"
Immigrants,Uzbekistan,860,2292,1034,1258,45.1,Asia,"2,020"
Immigrants,Bahrain,48,2135,1138,997,53.3,Asia,"2,020"
Immigrants,Qatar,634,1993,1064,929,53.4,Asia,"2,020"
Immigrants,Oman,512,1877,989,888,52.7,Asia,"2,020"
Immigrants,Montenegro,499,1876,900,976,48,Europe,"2,020"
Immigrants,Trinidad and Tobago,780,1850,899,951,48.6,North America,"2,020"
Immigrants,Malawi,454,1692,838,854,49.5,Africa,"2,020"
Immigrants,Namibia,516,1687,823,864,48.8,Africa,"2,020"
Immigrants,Algeria,12,1684,978,706,58.1,Africa,"2,020"
Immigrants,Botswana,72,1599,777,822,48.6,Africa,"2,020"
Immigrants,New Caledonia,540,1536,693,843,45.1,Oceania,"2,020"
Immigrants,Armenia,51,1443,620,823,43,Asia,"2,020"
Immigrants,Republic of Moldova,498,1360,570,790,41.9,Europe,"2,020"
Immigrants,Jamaica,388,1317,682,635,51.8,North America,"2,020"
Immigrants,Rwanda,646,1183,543,640,45.9,Africa,"2,020"
Immigrants,Bolivia,68,1125,512,613,45.5,South America,"2,020"
Immigrants,Mozambique,508,1055,506,549,48,Africa,"2,020"
Immigrants,Guinea,324,1050,495,555,47.1,Africa,"2,020"
Immigrants,Yemen,887,1011,587,424,58.1,Asia,"2,020"
Immigrants,Cuba,192,972,528,444,54.3,North America,"2,020"
Immigrants,Kiribati,296,903,367,536,40.6,Oceania,"2,020"
Immigrants,Nicaragua,558,895,424,471,47.4,Central America,"2,020"
Immigrants,Georgia,268,763,355,408,46.5,Asia,"2,020"
Immigrants,Tunisia,788,762,412,350,54.1,Africa,"2,020"
Immigrants,Azerbaijan,31,745,320,425,43,Asia,"2,020"
Immigrants,Côte d'Ivoire,384,657,337,320,51.3,Africa,"2,020"
Immigrants,Guatemala,320,640,303,337,47.3,Central America,"2,020"
Immigrants,Kyrgyzstan,417,638,225,413,35.3,Asia,"2,020"
Immigrants,Maldives,462,636,293,343,46.1,Asia,"2,020"
Immigrants,Guyana,328,618,301,317,48.7,South America,"2,020"
Immigrants,Costa Rica,188,616,298,318,48.4,Central America,"2,020"
Immigrants,Cameroon,120,581,334,247,57.5,Africa,"2,020"
Immigrants,Paraguay,600,572,247,325,43.2,South America,"2,020"
Immigrants,Angola,24,570,302,268,53,Africa,"2,020"
Immigrants,French Polynesia,258,543,235,308,43.3,Oceania,"2,020"
Immigrants,Senegal,686,467,259,208,55.5,Africa,"2,020"
Immigrants,Iceland,352,462,243,219,52.6,Europe,"2,020"
Immigrants,Barbados,52,430,239,191,55.6,North America,"2,020"
Immigrants,Honduras,340,385,187,198,48.6,Central America,"2,020"
Immigrants,Swaziland,748,370,170,200,45.9,Africa,"2,020"
Immigrants,Madagascar,450,353,140,213,39.7,Africa,"2,020"
Immigrants,Togo,768,347,167,180,48.1,Africa,"2,020"
Immigrants,Panama,591,314,133,181,42.4,Central America,"2,020"
Immigrants,Luxembourg,442,308,150,158,48.7,Europe,"2,020"
Immigrants,Bahamas,44,307,142,165,46.3,North America,"2,020"
Immigrants,Dominican Republic,214,260,94,166,36.2,North America,"2,020"
Immigrants,Puerto Rico,630,220,112,108,50.9,North America,"2,020"
Immigrants,Réunion,638,218,98,120,45,Africa,"2,020"
Immigrants,Tajikistan,762,208,80,128,38.5,Asia,"2,020"
Immigrants,Djibouti,262,200,100,100,50,Africa,"2,020"
Immigrants,Suriname,740,160,62,98,38.8,South America,"2,020"
Immigrants,Lesotho,426,150,70,80,46.7,Africa,"2,020"
Immigrants,Grenada,308,150,78,72,52,North America,"2,020"
Immigrants,Curaçao,531,150,62,88,41.3,America,"2,020"
Immigrants,Central African Republic,140,141,74,67,52.5,Africa,"2,020"
Immigrants,Turkmenistan,795,135,40,95,29.6,Asia,"2,020"
Immigrants,Gambia,270,130,82,48,63.1,Africa,"2,020"
Immigrants,Guam,316,130,70,60,53.8,Oceania,"2,020"
Immigrants,Haiti,332,128,68,60,53.1,North America,"2,020"
Immigrants,Benin,204,98,60,38,61.2,Africa,"2,020"
Immigrants,Chad,148,94,51,43,54.3,Africa,"2,020"
Immigrants,Monaco,492,88,40,48,45.5,Europe,"2,020"
Immigrants,Belize,84,80,30,50,37.5,Central America,"2,020"
Immigrants,Aruba,533,72,21,51,29.2,North America,"2,020"
Immigrants,Saint Lucia,662,70,30,40,42.9,North America,"2,020"
Immigrants,Saint Vincent and the Grenadines,670,68,46,22,67.6,North America,"2,020"
Immigrants,Antigua and Barbuda,28,60,30,30,50,North America,"2,020"
Immigrants,Burkina Faso,854,58,28,30,48.3,Africa,"2,020"
Immigrants,Mali,466,57,27,30,47.4,Africa,"2,020"
Immigrants,Gabon,266,50,28,22,56,Africa,"2,020"
Emigrants,United Kingdom,826,124920,64459,60461,51.6,Europe,"2,020"
Emigrants,New Zealand,554,80634,38140,42494,47.3,Australia,"2,020"
Emigrants,Japan,392,30721,19784,10937,64.4,Asia,"2,020"
Emigrants,Canada,124,26000,13572,12428,52.2,North America,"2,020"
Emigrants,Greece,300,20630,9655,10975,46.8,Europe,"2,020"
Emigrants,Italy,380,19237,8503,10734,44.2,Europe,"2,020"
Emigrants,Singapore,702,15131,8004,7127,52.9,Asia,"2,020"
Emigrants,Malta,470,13091,7174,5917,54.8,Europe,"2,020"
Emigrants,China,156,12610,6393,6217,50.7,Asia,"2,020"
Emigrants,"China, Hong Kong SAR",344,9486,4743,4743,50,Asia,"2,020"
Emigrants,Papua New Guinea,598,9219,6269,2950,68,Oceania,"2,020"
Emigrants,Ireland,372,8883,4468,4415,50.3,Europe,"2,020"
Emigrants,Israel,376,3752,1921,1831,51.2,Asia,"2,020"
Emigrants,Denmark,208,3430,1859,1571,54.2,Europe,"2,020"
Emigrants,Cyprus,196,2961,1448,1513,48.9,Asia,"2,020"
Emigrants,South Africa,710,2666,1325,1341,49.7,Africa,"2,020"
Emigrants,Norway,578,2457,1499,958,61,Europe,"2,020"
Emigrants,Malaysia,458,2432,1345,1087,55.3,Asia,"2,020"
Emigrants,Fiji,242,1941,1042,899,53.7,Oceania,"2,020"
Emigrants,India,356,1852,974,878,52.6,Asia,"2,020"
Emigrants,Poland,616,1764,923,841,52.3,Europe,"2,020"
Emigrants,Croatia,191,1499,711,788,47.4,Europe,"2,020"
Emigrants,Philippines,608,1489,1315,174,88.3,Asia,"2,020"
Emigrants,Indonesia,360,1466,780,686,53.2,Asia,"2,020"
Emigrants,Portugal,620,1377,622,755,45.2,Europe,"2,020"
Emigrants,Chile,152,1333,694,639,52.1,South America,"2,020"
Emigrants,Hungary,348,1246,680,566,54.6,Europe,"2,020"
Emigrants,Finland,246,1245,787,458,63.2,Europe,"2,020"
Emigrants,Egypt,818,1166,807,359,69.2,Africa,"2,020"
Emigrants,Serbia,688,928,470,458,50.6,Europe,"2,020"
Emigrants,Taiwan,158,919,622,297,67.7,Asia,"2,020"
Emigrants,Libya,434,797,564,233,70.8,Africa,"2,020"
Emigrants,Brazil,76,731,658,73,90,South America,"2,020"
Emigrants,Argentina,32,666,293,373,44,South America,"2,020"
Emigrants,Vanuatu,548,665,331,334,49.8,Oceania,"2,020"
Emigrants,Colombia,170,629,385,244,61.2,South America,"2,020"
Emigrants,Namibia,516,560,220,340,39.3,Africa,"2,020"
Emigrants,Brunei Darussalam,96,559,308,251,55.1,Asia,"2,020"
Emigrants,Timor-Leste,626,553,344,209,62.2,Asia,"2,020"
Emigrants,Mexico,484,528,299,229,56.6,North America,"2,020"
Emigrants,Sri Lanka,144,474,232,242,48.9,Asia,"2,020"
Emigrants,Slovakia,703,419,224,195,53.5,Europe,"2,020"
Emigrants,Peru,604,404,226,178,55.9,South America,"2,020"
Emigrants,Botswana,72,391,190,201,48.6,Africa,"2,020"
Emigrants,Slovenia,705,372,206,166,55.4,Europe,"2,020"
Emigrants,Panama,591,335,237,98,70.7,Central America,"2,020"
Emigrants,Zambia,894,323,170,153,52.6,Africa,"2,020"
Emigrants,Bulgaria,100,295,164,131,55.6,Europe,"2,020"
Emigrants,Luxembourg,442,287,138,149,48.1,Europe,"2,020"
Emigrants,New Caledonia,540,272,102,170,37.5,Oceania,"2,020"
Emigrants,Solomon Islands,90,271,153,118,56.5,Oceania,"2,020"
Emigrants,Samoa,882,270,151,119,55.9,Oceania,"2,020"
Emigrants,Bolivia,68,253,140,113,55.3,South America,"2,020"
Emigrants,Mongolia,496,248,140,108,56.5,Asia,"2,020"
Emigrants,Estonia,233,221,150,71,67.9,Europe,"2,020"
Emigrants,Laos,418,218,155,63,71.1,Asia,"2,020"
Emigrants,Dem. People's Republic of Korea,408,204,111,93,54.4,Asia,"2,020"
Emigrants,Uganda,800,197,92,105,46.7,Africa,"2,020"
Emigrants,Iceland,352,172,92,80,53.5,Europe,"2,020"
Emigrants,Ecuador,218,149,80,69,53.7,South America,"2,020"
Emigrants,Venezuela,862,137,70,67,51.1,South America,"2,020"
Emigrants,Montenegro,499,136,46,90,33.8,Europe,"2,020"
Emigrants,Cambodia,116,123,83,40,67.5,Asia,"2,020"
Emigrants,Latvia,428,111,77,34,69.4,Europe,"2,020"
Emigrants,Azerbaijan,31,101,47,54,46.5,Asia,"2,020"
Emigrants,Bahamas,44,88,46,42,52.3,North America,"2,020"
Emigrants,Kiribati,296,86,49,37,57,Oceania,"2,020"
Emigrants,Maldives,462,84,76,8,90.5,Asia,"2,020"
Emigrants,Costa Rica,188,79,41,38,51.9,Central America,"2,020"
Emigrants,Guatemala,320,74,47,27,63.5,Central America,"2,020"
Emigrants,French Polynesia,258,70,34,36,48.6,Oceania,"2,020"
Emigrants,Lithuania,440,57,48,9,84.2,Europe,"2,020"
Emigrants,Swaziland,748,54,32,22,59.3,Africa,"2,020"
Emigrants,Seychelles,690,50,27,23,54,Africa,"2,020"
Emigrants,Dominican Republic,214,41,28,13,68.3,North America,"2,020"
Emigrants,Ghana,288,37,17,20,45.9,Africa,"2,020"
Emigrants,Bhutan,64,27,23,4,85.2,Asia,"2,020"
Emigrants,El Salvador,222,27,10,17,37,Central America,"2,020"
Emigrants,Belarus,112,26,12,14,46.2,Europe,"2,020"
Emigrants,Barbados,52,23,12,11,52.2,North America,"2,020"
Emigrants,Saint Lucia,662,10,4,6,40,North America,"2,020"
Emigrants,Central African Republic,140,10,6,4,60,Africa,"2,020"
Emigrants,Guinea,324,8,7,1,87.5,Africa,"2,020"
Emigrants,Antigua and Barbuda,28,6,4,2,66.7,North America,"2,020"
Immigrants,United Kingdom,826,1107102,562408,544694,50.8,Europe,"2,024"
Immigrants,India,356,876074,475708,400366,54.3,Asia,"2,024"
Immigrants,China,156,656264,285475,370789,43.5,Asia,"2,024"
Immigrants,New Zealand,554,588088,298749,289339,50.8,Australia,"2,024"
Immigrants,Philippines,608,356833,143804,213029,40.3,Asia,"2,024"
Immigrants,Viet Nam,704,294435,126607,167828,43,Asia,"2,024"
Immigrants,South Africa,710,213447,105870,107577,49.6,Africa,"2,024"
Immigrants,Nepal,524,197472,103870,93602,52.6,Asia,"2,024"
Immigrants,Malaysia,458,181202,84803,96399,46.8,Asia,"2,024"
Immigrants,Sri Lanka,144,156876,82046,74830,52.3,Asia,"2,024"
Immigrants,Italy,380,151684,76752,74932,50.6,Europe,"2,024"
Immigrants,Pakistan,586,127340,77550,49790,60.9,Asia,"2,024"
Immigrants,"China, Hong Kong SAR",344,116517,55229,61288,47.4,Asia,"2,024"
Immigrants,United States of America,840,114202,54474,59728,47.7,North America,"2,024"
Immigrants,Republic of Korea,410,114174,52406,61768,45.9,Asia,"2,024"
Immigrants,Iraq,368,112467,56121,56346,49.9,Asia,"2,024"
Immigrants,Thailand,764,109845,32294,77551,29.4,Asia,"2,024"
Immigrants,Indonesia,360,104566,42767,61799,40.9,Asia,"2,024"
