FlowType,Country,CountryCode,TotalMigrants,Male,Female,MalePct,Continent,Year
Immigrants,Cambodia,116,31666.0,14630.0,17036.0,46.2,Asia,2010
Immigrants,Taiwan,158,31501.0,13419.0,18082.0,42.6,Asia,2010
Immigrants,Afghanistan,4,30763.0,17073.0,13690.0,55.5,Asia,2010
Immigrants,Pakistan,586,30553.0,18607.0,11946.0,60.9,Asia,2010
Immigrants,Papua New Guinea,598,30064.0,13739.0,16325.0,45.7,Oceania,2010
Immigrants,Bangladesh,50,29393.0,17459.0,11934.0,59.4,Asia,2010
Immigrants,Chile,152,28291.0,13693.0,14598.0,48.4,South America,2010
Immigrants,France,250,28213.0,14558.0,13655.0,51.6,Europe,2010
Immigrants,Mauritius,480,26861.0,13457.0,13404.0,50.1,Africa,2010
Immigrants,Nepal,524,26859.0,16787.0,10072.0,62.5,Asia,2010
Immigrants,Sudan,729,24613.0,13045.0,11568.0,53,Africa,2010
Immigrants,Myanmar,104,23064.0,11278.0,11786.0,48.9,Asia,2010
Immigrants,Hungary,348,22824.0,11526.0,11298.0,50.5,Europe,2010
Immigrants,Cyprus,196,21355.0,10571.0,10784.0,49.5,Asia,2010
Immigrants,Russian Federation,643,20784.0,8043.0,12741.0,38.7,Europe,2010
Immigrants,Samoa,882,20554.0,10154.0,10400.0,49.4,Oceania,2010
Immigrants,Austria,40,20146.0,10677.0,9469.0,53,Europe,2010
Immigrants,Portugal,620,18485.0,9520.0,8965.0,51.5,Europe,2010
Immigrants,Romania,642,16639.0,8120.0,8519.0,48.8,Europe,2010
Immigrants,Brazil,76,16476.0,7876.0,8600.0,47.8,South America,2010
Immigrants,Ukraine,804,16347.0,6702.0,9645.0,41,Europe,2010
Immigrants,Kenya,404,15303.0,7728.0,7575.0,50.5,Africa,2010
Immigrants,Spain,724,14921.0,7565.0,7356.0,50.7,Europe,2010
Immigrants,Switzerland,756,14059.0,7325.0,6734.0,52.1,Europe,2010
Immigrants,Argentina,32,13703.0,6728.0,6975.0,49.1,South America,2010
Immigrants,Czech Republic,203,13588.0,6631.0,6957.0,48.8,Europe,2010
Immigrants,Saudi Arabia,682,12383.0,7876.0,4507.0,63.6,Asia,2010
Immigrants,Colombia,170,12284.0,5859.0,6425.0,47.7,South America,2010
Immigrants,Laos,418,11136.0,5323.0,5813.0,47.8,Asia,2010
Immigrants,El Salvador,222,10945.0,5341.0,5604.0,48.8,Central America,2010
Immigrants,Israel,376,10688.0,5975.0,4713.0,55.9,Asia,2010
Immigrants,Uruguay,858,10621.0,5109.0,5512.0,48.1,South America,2010
Immigrants,Denmark,208,10609.0,5570.0,5039.0,52.5,Europe,2010
Immigrants,Timor-Leste,626,10587.0,5251.0,5336.0,49.6,Asia,2010
Immigrants,Tonga,776,10092.0,5238.0,4854.0,51.9,Oceania,2010
Immigrants,Sweden,752,10039.0,4497.0,5542.0,44.8,Europe,2010
Immigrants,Peru,604,9577.0,4300.0,5277.0,44.9,South America,2010
Immigrants,Finland,246,9523.0,4076.0,5447.0,42.8,Europe,2010
Immigrants,Syrian Arab Republic,760,9358.0,4595.0,4763.0,49.1,Asia,2010
Immigrants,Ethiopia,231,8939.0,4434.0,4505.0,49.6,Africa,2010
Immigrants,Slovenia,705,8382.0,4233.0,4149.0,50.5,Europe,2010
Immigrants,Belgium,56,6517.0,3232.0,3285.0,49.6,Europe,2010
Immigrants,Zambia,894,6165.0,3107.0,3058.0,50.4,Africa,2010
Immigrants,Somalia,706,6155.0,2985.0,3170.0,48.5,Africa,2010
Immigrants,Slovakia,703,5998.0,2819.0,3179.0,47,Europe,2010
Immigrants,Latvia,428,5582.0,2361.0,3221.0,42.3,Europe,2010
Immigrants,Jordan,400,5250.0,2982.0,2268.0,56.8,Asia,2010
Immigrants,United Arab Emirates,784,5215.0,3014.0,2201.0,57.8,Asia,2010
Immigrants,Nigeria,566,4631.0,2742.0,1889.0,59.2,Africa,2010
Immigrants,Norway,578,4347.0,2069.0,2278.0,47.6,Europe,2010
Immigrants,Kuwait,414,4321.0,2493.0,1828.0,57.7,Asia,2010
Immigrants,Ghana,288,4192.0,2259.0,1933.0,53.9,Africa,2010
Immigrants,Tanzania,834,3820.0,2067.0,1753.0,54.1,Africa,2010
Immigrants,Bulgaria,100,3605.0,1712.0,1893.0,47.5,Europe,2010
Immigrants,Mexico,484,3388.0,1670.0,1718.0,49.3,North America,2010
Immigrants,Venezuela,862,3324.0,1619.0,1705.0,48.7,South America,2010
Immigrants,Sierra Leone,694,3265.0,1655.0,1610.0,50.7,Africa,2010
Immigrants,Lithuania,440,3090.0,1319.0,1771.0,42.7,Europe,2010
Immigrants,Eritrea,232,3072.0,1530.0,1542.0,49.8,Africa,2010
Immigrants,State of Palestine,275,3061.0,1736.0,1325.0,56.7,Asia,2010
Immigrants,Brunei Darussalam,96,3030.0,1491.0,1539.0,49.2,Asia,2010
Immigrants,Seychelles,690,2977.0,1363.0,1614.0,45.8,Africa,2010
Immigrants,Liberia,430,2884.0,1370.0,1514.0,47.5,Africa,2010
Immigrants,Albania,8,2872.0,1465.0,1407.0,51,Europe,2010
Immigrants,Uganda,800,2859.0,1447.0,1412.0,50.6,Africa,2010
Immigrants,"China, Macao SAR",446,2558.0,1172.0,1386.0,45.8,Asia,2010
Immigrants,D.R. Congo,180,2423.0,1226.0,1197.0,50.6,Africa,2010
Immigrants,Libya,434,2395.0,1322.0,1073.0,55.2,Africa,2010
Immigrants,Estonia,233,2228.0,1009.0,1219.0,45.3,Europe,2010
Immigrants,Solomon Islands,90,1944.0,873.0,1071.0,44.9,Oceania,2010
Immigrants,Ecuador,218,1934.0,948.0,986.0,49,South America,2010
Immigrants,Montenegro,499,1876.0,955.0,921.0,50.9,Europe,2010
Immigrants,Burundi,108,1850.0,936.0,914.0,50.6,Africa,2010
Immigrants,Belarus,112,1840.0,756.0,1084.0,41.1,Europe,2010
Immigrants,Morocco,504,1805.0,1054.0,751.0,58.4,Africa,2010
Immigrants,Bhutan,64,1700.0,858.0,842.0,50.5,Asia,2010
Immigrants,Trinidad and Tobago,780,1693.0,852.0,841.0,50.3,North America,2010
Immigrants,New Caledonia,540,1442.0,656.0,786.0,45.5,Oceania,2010
Immigrants,Algeria,12,1382.0,851.0,531.0,61.6,Africa,2010
Immigrants,Bahrain,48,1353.0,748.0,605.0,55.3,Asia,2010
Immigrants,Uzbekistan,860,1303.0,601.0,702.0,46.1,Asia,2010
Immigrants,Vanuatu,548,1283.0,611.0,672.0,47.6,Oceania,2010
Immigrants,Oman,512,1237.0,725.0,512.0,58.6,Asia,2010
Immigrants,Armenia,51,1199.0,546.0,653.0,45.5,Asia,2010
Immigrants,Kazakhstan,398,1190.0,446.0,744.0,37.5,Asia,2010
Immigrants,Botswana,72,1120.0,587.0,533.0,52.4,Africa,2010
Immigrants,Jamaica,388,1098.0,584.0,514.0,53.2,North America,2010
Immigrants,Namibia,516,1097.0,553.0,544.0,50.4,Africa,2010
Immigrants,Malawi,454,1023.0,514.0,509.0,50.2,Africa,2010
Immigrants,Congo,178,1022.0,564.0,458.0,55.2,Africa,2010
Immigrants,Republic of Moldova,498,1000.0,444.0,556.0,44.4,Europe,2010
Immigrants,Mozambique,508,870.0,439.0,431.0,50.5,Africa,2010
Immigrants,Bolivia,68,863.0,404.0,459.0,46.8,South America,2010
Immigrants,Nicaragua,558,818.0,385.0,433.0,47.1,Central America,2010
Immigrants,Cuba,192,745.0,392.0,353.0,52.6,North America,2010
Immigrants,Iceland,352,705.0,366.0,339.0,51.9,Europe,2010
Immigrants,Mongolia,496,700.0,302.0,398.0,43.1,Asia,2010
Immigrants,Qatar,634,654.0,376.0,278.0,57.5,Asia,2010
Immigrants,South Sudan,728,648.0,380.0,268.0,58.6,Africa,2010
Immigrants,Guinea,324,642.0,316.0,326.0,49.2,Africa,2010
Immigrants,Rwanda,646,609.0,287.0,322.0,47.1,Africa,2010
Immigrants,Guyana,328,602.0,280.0,322.0,46.5,South America,2010
Immigrants,Kiribati,296,598.0,223.0,375.0,37.3,Oceania,2010
Immigrants,Yemen,887,595.0,326.0,269.0,54.8,Asia,2010
Immigrants,Tunisia,788,572.0,333.0,239.0,58.2,Africa,2010
Immigrants,Angola,24,528.0,281.0,247.0,53.2,Africa,2010
Immigrants,Georgia,268,487.0,227.0,260.0,46.6,Asia,2010
Immigrants,Côte d'Ivoire,384,467.0,238.0,229.0,51,Africa,2010
Immigrants,French Polynesia,258,465.0,186.0,279.0,40,Oceania,2010
Immigrants,Paraguay,600,443.0,205.0,238.0,46.3,South America,2010
Immigrants,Costa Rica,188,437.0,229.0,208.0,52.4,Central America,2010
Immigrants,Barbados,52,428.0,230.0,198.0,53.7,North America,2010
Immigrants,Maldives,462,423.0,188.0,235.0,44.4,Asia,2010
Immigrants,Azerbaijan,31,422.0,179.0,243.0,42.4,Asia,2010
Immigrants,Guatemala,320,414.0,194.0,220.0,46.9,Central America,2010
Immigrants,Senegal,686,370.0,233.0,137.0,63,Africa,2010
Immigrants,Kyrgyzstan,417,362.0,150.0,212.0,41.4,Asia,2010
Immigrants,Swaziland,748,340.0,171.0,169.0,50.3,Africa,2010
Immigrants,Bahamas,44,282.0,124.0,158.0,44,North America,2010
Immigrants,Togo,768,278.0,142.0,136.0,51.1,Africa,2010
Immigrants,Cameroon,120,268.0,168.0,100.0,62.7,Africa,2010
Immigrants,Madagascar,450,263.0,112.0,151.0,42.6,Africa,2010
Immigrants,Honduras,340,240.0,120.0,120.0,50,Central America,2010
Immigrants,Panama,591,218.0,128.0,90.0,58.7,Central America,2010
Immigrants,Luxembourg,442,212.0,100.0,112.0,47.2,Europe,2010
Immigrants,Réunion,638,210.0,90.0,120.0,42.9,Africa,2010
Immigrants,Puerto Rico,630,145.0,67.0,78.0,46.2,North America,2010
Immigrants,Dominican Republic,214,141.0,60.0,81.0,42.6,North America,2010
Immigrants,Djibouti,262,134.0,64.0,70.0,47.8,Africa,2010
Immigrants,Grenada,308,130.0,79.0,51.0,60.8,North America,2010
Immigrants,Suriname,740,120.0,50.0,70.0,41.7,South America,2010
Immigrants,Curaçao,531,117.0,50.0,67.0,42.7,America,2010
Immigrants,Lesotho,426,112.0,54.0,58.0,48.2,Africa,2010
Immigrants,Haiti,332,102.0,44.0,58.0,43.1,North America,2010
Immigrants,Gambia,270,102.0,62.0,40.0,60.8,Africa,2010
Immigrants,Tajikistan,762,100.0,32.0,68.0,32,Asia,2010
Immigrants,Guam,316,97.0,52.0,45.0,53.6,Oceania,2010
Immigrants,Turkmenistan,795,88.0,22.0,66.0,25,Asia,2010
Immigrants,Benin,204,80.0,49.0,31.0,61.3,Africa,2010
Immigrants,Monaco,492,68.0,30.0,38.0,44.1,Europe,2010
Immigrants,Belize,84,62.0,24.0,38.0,38.7,Central America,2010
Immigrants,Aruba,533,60.0,30.0,30.0,50,North America,2010
Immigrants,Chad,148,57.0,37.0,20.0,64.9,Africa,2010
Immigrants,Mali,466,57.0,37.0,20.0,64.9,Africa,2010
Immigrants,Saint Vincent and the Grenadines,670,56.0,32.0,24.0,57.1,North America,2010
Immigrants,Saint Lucia,662,50.0,30.0,20.0,60,North America,2010
Immigrants,Antigua and Barbuda,28,40.0,18.0,22.0,45,North America,2010
Immigrants,Burkina Faso,854,40.0,22.0,18.0,55,Africa,2010
Immigrants,Gabon,266,30.0,12.0,18.0,40,Africa,2010
Immigrants,Central African Republic,140,20.0,10.0,10.0,50,Africa,2010
Emigrants,United Kingdom,826,124989.0,58620.0,66369.0,46.9,Europe,2010
Emigrants,New Zealand,554,62683.0,29210.0,33473.0,46.6,Australia,2010
Emigrants,Canada,124,24105.0,12197.0,11908.0,50.6,North America,2010
Emigrants,Greece,300,21417.0,9680.0,11737.0,45.2,Europe,2010
Emigrants,Italy,380,18635.0,8143.0,10492.0,43.7,Europe,2010
Emigrants,China,156,12987.0,7597.0,5390.0,58.5,Asia,2010
Emigrants,Singapore,702,11305.0,5924.0,5381.0,52.4,Asia,2010
Emigrants,Japan,392,9902.0,6327.0,3575.0,63.9,Asia,2010
Emigrants,Papua New Guinea,598,9056.0,6095.0,2961.0,67.3,Oceania,2010
Emigrants,"China, Hong Kong SAR",344,8903.0,4727.0,4176.0,53.1,Asia,2010
Emigrants,Ireland,372,6205.0,3084.0,3121.0,49.7,Europe,2010
Emigrants,Indonesia,360,4168.0,2217.0,1951.0,53.2,Asia,2010
Emigrants,Malta,470,3461.0,1592.0,1869.0,46,Europe,2010
Emigrants,Philippines,608,3357.0,2145.0,1212.0,63.9,Asia,2010
Emigrants,Israel,376,3226.0,1574.0,1652.0,48.8,Asia,2010
Emigrants,Cyprus,196,3126.0,1500.0,1626.0,48,Asia,2010
Emigrants,South Africa,710,2739.0,1397.0,1342.0,51,Africa,2010
Emigrants,Denmark,208,2546.0,1339.0,1207.0,52.6,Europe,2010
Emigrants,Malaysia,458,2433.0,1343.0,1090.0,55.2,Asia,2010
Emigrants,India,356,2082.0,1060.0,1022.0,50.9,Asia,2010
Emigrants,Fiji,242,1832.0,980.0,852.0,53.5,Oceania,2010
Emigrants,Norway,578,1770.0,1044.0,726.0,59,Europe,2010
Emigrants,Croatia,191,1585.0,751.0,834.0,47.4,Europe,2010
Emigrants,Argentina,32,1192.0,550.0,642.0,46.1,South America,2010
Emigrants,Portugal,620,1061.0,491.0,570.0,46.3,Europe,2010
Emigrants,Chile,152,1058.0,547.0,511.0,51.7,South America,2010
Emigrants,Hungary,348,942.0,469.0,473.0,49.8,Europe,2010
Emigrants,Finland,246,916.0,544.0,372.0,59.4,Europe,2010
Emigrants,Egypt,818,874.0,568.0,306.0,65,Africa,2010
Emigrants,Poland,616,785.0,481.0,304.0,61.3,Europe,2010
Emigrants,Taiwan,158,732.0,515.0,217.0,70.4,Asia,2010
Emigrants,Libya,434,667.0,468.0,199.0,70.2,Africa,2010
Emigrants,Vanuatu,548,612.0,305.0,307.0,49.8,Oceania,2010
Emigrants,Brazil,76,573.0,432.0,141.0,75.4,South America,2010
Emigrants,Timor-Leste,626,543.0,256.0,287.0,47.1,Asia,2010
Emigrants,Namibia,516,536.0,208.0,328.0,38.8,Africa,2010
Emigrants,Brunei Darussalam,96,504.0,276.0,228.0,54.8,Asia,2010
Emigrants,Serbia,688,502.0,235.0,267.0,46.8,Europe,2010
Emigrants,Peru,604,500.0,279.0,221.0,55.8,South America,2010
Emigrants,Sri Lanka,144,465.0,229.0,236.0,49.2,Asia,2010
Emigrants,Mexico,484,431.0,220.0,211.0,51,North America,2010
Emigrants,Slovenia,705,393.0,202.0,191.0,51.4,Europe,2010
Emigrants,Samoa,882,346.0,192.0,154.0,55.5,Oceania,2010
Emigrants,Botswana,72,338.0,163.0,175.0,48.2,Africa,2010
Emigrants,New Caledonia,540,337.0,150.0,187.0,44.5,Oceania,2010
Emigrants,Solomon Islands,90,298.0,167.0,131.0,56,Oceania,2010
Emigrants,Colombia,170,276.0,132.0,144.0,47.8,South America,2010
Emigrants,Zambia,894,264.0,136.0,128.0,51.5,Africa,2010
Emigrants,Ecuador,218,262.0,143.0,119.0,54.6,South America,2010
Emigrants,Panama,591,238.0,165.0,73.0,69.3,Central America,2010
Emigrants,Slovakia,703,222.0,117.0,105.0,52.7,Europe,2010
Emigrants,Bolivia,68,196.0,108.0,88.0,55.1,South America,2010
Emigrants,Mongolia,496,189.0,124.0,65.0,65.6,Asia,2010
Emigrants,Dem. People's Republic of Korea,408,183.0,98.0,85.0,53.6,Asia,2010
Emigrants,Latvia,428,166.0,106.0,60.0,63.9,Europe,2010
Emigrants,Uganda,800,163.0,75.0,88.0,46,Africa,2010
Emigrants,Venezuela,862,141.0,74.0,67.0,52.5,South America,2010
Emigrants,Cambodia,116,129.0,85.0,44.0,65.9,Asia,2010
Emigrants,Bulgaria,100,129.0,70.0,59.0,54.3,Europe,2010
Emigrants,Azerbaijan,31,129.0,60.0,69.0,46.5,Asia,2010
Emigrants,Montenegro,499,122.0,39.0,83.0,32,Europe,2010
Emigrants,Laos,418,110.0,76.0,34.0,69.1,Asia,2010
Emigrants,Iceland,352,86.0,39.0,47.0,45.3,Europe,2010
Emigrants,Kiribati,296,81.0,45.0,36.0,55.6,Oceania,2010
Emigrants,Bahamas,44,77.0,39.0,38.0,50.6,North America,2010
Emigrants,French Polynesia,258,74.0,36.0,38.0,48.6,Oceania,2010
Emigrants,Costa Rica,188,67.0,33.0,34.0,49.3,Central America,2010
Emigrants,Maldives,462,67.0,51.0,16.0,76.1,Asia,2010
Emigrants,Estonia,233,63.0,44.0,19.0,69.8,Europe,2010
Emigrants,Guatemala,320,61.0,37.0,24.0,60.7,Central America,2010
Emigrants,Luxembourg,442,50.0,27.0,23.0,54,Europe,2010
Emigrants,Seychelles,690,46.0,23.0,23.0,50,Africa,2010
Emigrants,Swaziland,748,44.0,24.0,20.0,54.5,Africa,2010
Emigrants,Lithuania,440,44.0,35.0,9.0,79.5,Europe,2010
Emigrants,Dominican Republic,214,39.0,26.0,13.0,66.7,North America,2010
Emigrants,Ghana,288,27.0,11.0,16.0,40.7,Africa,2010
Emigrants,El Salvador,222,26.0,10.0,16.0,38.5,Central America,2010
Emigrants,Belarus,112,26.0,10.0,16.0,38.5,Europe,2010
Emigrants,Bhutan,64,25.0,20.0,5.0,80,Asia,2010
Emigrants,Barbados,52,23.0,11.0,12.0,47.8,North America,2010
Emigrants,Central African Republic,140,13.0,6.0,7.0,46.2,Africa,2010
Emigrants,Saint Lucia,662,13.0,4.0,9.0,30.8,North America,2010
Emigrants,Antigua and Barbuda,28,7.0,4.0,3.0,57.1,North America,2010
Immigrants,United Kingdom,826,1206060.0,613885.0,592175.0,50.9,Europe,2015
Immigrants,New Zealand,554,575163.0,293333.0,281830.0,51,Australia,2015
Immigrants,China,156,509635.0,226788.0,282847.0,44.5,Asia,2015
Immigrants,India,356,448940.0,244223.0,204717.0,54.4,Asia,2015
Immigrants,Philippines,608,241235.0,94805.0,146430.0,39.3,Asia,2015
Immigrants,Viet Nam,704,235732.0,107022.0,128710.0,45.4,Asia,2015
Immigrants,Italy,380,198440.0,102593.0,95847.0,51.7,Europe,2015
Immigrants,South Africa,710,177482.0,88386.0,89096.0,49.8,Africa,2015
Immigrants,Malaysia,458,144205.0,67488.0,76717.0,46.8,Asia,2015
Immigrants,Sri Lanka,144,119760.0,61916.0,57844.0,51.7,Asia,2015
Immigrants,Germany,276,118882.0,56350.0,62532.0,47.4,Europe,2015
Immigrants,Greece,300,115825.0,56407.0,59418.0,48.7,Europe,2015
Immigrants,Republic of Korea,410,106655.0,50235.0,56420.0,47.1,Asia,2015
Immigrants,United States of America,840,104434.0,52948.0,51486.0,50.7,North America,2015
Immigrants,"China, Hong Kong SAR",344,95107.0,45937.0,49170.0,48.3,Asia,2015
Immigrants,Lebanon,422,93227.0,48571.0,44656.0,52.1,Asia,2015
Immigrants,Ireland,372,90665.0,48506.0,42159.0,53.5,Europe,2015
Immigrants,Netherlands,528,80566.0,40928.0,39638.0,50.8,Europe,2015
Immigrants,Indonesia,360,76976.0,33485.0,43491.0,43.5,Asia,2015
Immigrants,Fiji,242,72652.0,34001.0,38651.0,46.8,Oceania,2015
Immigrants,Iraq,368,70625.0,36442.0,34183.0,51.6,Asia,2015
Immigrants,Thailand,764,66376.0,21572.0,44804.0,32.5,Asia,2015
Immigrants,Pakistan,586,62116.0,37704.0,24412.0,60.7,Asia,2015
Immigrants,Croatia,191,61762.0,31005.0,30757.0,50.2,Europe,2015
Immigrants,Iran,364,61710.0,32768.0,28942.0,53.1,Asia,2015
Immigrants,Singapore,702,59325.0,27705.0,31620.0,46.7,Asia,2015
Immigrants,Poland,616,54501.0,23653.0,30848.0,43.4,Europe,2015
Immigrants,Canada,124,52593.0,24456.0,28137.0,46.5,North America,2015
Immigrants,Taiwan,158,52135.0,22157.0,29978.0,42.5,Asia,2015
Immigrants,Nepal,524,50235.0,27981.0,22254.0,55.7,Asia,2015
Immigrants,TFYR Macedonia,807,49963.0,25081.0,24882.0,50.2,Europe,2015
Immigrants,Afghanistan,4,49616.0,28926.0,20690.0,58.3,Asia,2015
Immigrants,Japan,392,47609.0,15425.0,32184.0,32.4,Asia,2015
Immigrants,Egypt,818,44717.0,23298.0,21419.0,52.1,Africa,2015
Immigrants,Malta,470,44062.0,22339.0,21723.0,50.7,Europe,2015
Immigrants,Bangladesh,50,43074.0,23906.0,19168.0,55.5,Asia,2015
Immigrants,Zimbabwe,716,40243.0,20081.0,20162.0,49.9,Africa,2015
Immigrants,Turkey,792,39817.0,20625.0,19192.0,51.8,Asia,2015
Immigrants,Bosnia and Herzegovina,70,36757.0,18195.0,18562.0,49.5,Europe,2015
Immigrants,France,250,36539.0,19037.0,17502.0,52.1,Europe,2015
Immigrants,Cambodia,116,34438.0,15669.0,18769.0,45.5,Asia,2015
Immigrants,Serbia,688,33796.0,16695.0,17101.0,49.4,Europe,2015
Immigrants,Papua New Guinea,598,33592.0,15184.0,18408.0,45.2,Oceania,2015
Immigrants,Myanmar,104,32170.0,15956.0,16214.0,49.6,Asia,2015
Immigrants,Chile,152,30250.0,14641.0,15609.0,48.4,South America,2015
Immigrants,Mauritius,480,28687.0,14171.0,14516.0,49.4,Africa,2015
Immigrants,Samoa,882,27802.0,13845.0,13957.0,49.8,Oceania,2015
Immigrants,Brazil,76,27395.0,12903.0,14492.0,47.1,South America,2015
Immigrants,Russian Federation,643,25738.0,9832.0,15906.0,38.2,Europe,2015
Immigrants,Hungary,348,21140.0,10401.0,10739.0,49.2,Europe,2015
Immigrants,Cyprus,196,20077.0,9878.0,10199.0,49.2,Asia,2015
Immigrants,Colombia,170,19945.0,9254.0,10691.0,46.4,South America,2015
Immigrants,Kenya,404,19736.0,9769.0,9967.0,49.5,Africa,2015
Immigrants,Sudan,729,19698.0,10046.0,9652.0,51,Africa,2015
Immigrants,Portugal,620,19148.0,9823.0,9325.0,51.3,Europe,2015
Immigrants,Austria,40,17969.0,9326.0,8643.0,51.9,Europe,2015
Immigrants,Spain,724,17736.0,8974.0,8762.0,50.6,Europe,2015
Immigrants,Ukraine,804,17064.0,7099.0,9965.0,41.6,Europe,2015
Immigrants,Romania,642,17054.0,8186.0,8868.0,48,Europe,2015
Immigrants,Argentina,32,15530.0,7532.0,7998.0,48.5,South America,2015
Immigrants,Saudi Arabia,682,14386.0,8071.0,6315.0,56.1,Asia,2015
Immigrants,Switzerland,756,14177.0,7330.0,6847.0,51.7,Europe,2015
Immigrants,Syrian Arab Republic,760,13864.0,6710.0,7154.0,48.4,Asia,2015
Immigrants,Czech Republic,203,13236.0,6221.0,7015.0,47,Europe,2015
Immigrants,Ethiopia,231,13123.0,6365.0,6758.0,48.5,Africa,2015
Immigrants,Tonga,776,11862.0,6299.0,5563.0,53.1,Oceania,2015
Immigrants,Sweden,752,11485.0,4824.0,6661.0,42,Europe,2015
Immigrants,El Salvador,222,11360.0,5510.0,5850.0,48.5,Central America,2015
Immigrants,Peru,604,11282.0,4908.0,6374.0,43.5,South America,2015
Immigrants,Israel,376,11250.0,6311.0,4939.0,56.1,Asia,2015
Immigrants,Laos,418,11020.0,5168.0,5852.0,46.9,Asia,2015
Immigrants,Uruguay,858,10589.0,5062.0,5527.0,47.8,South America,2015
Immigrants,Denmark,208,10235.0,5302.0,4933.0,51.8,Europe,2015
Immigrants,Timor-Leste,626,9992.0,4966.0,5026.0,49.7,Asia,2015
Immigrants,Finland,246,9175.0,3734.0,5441.0,40.7,Europe,2015
Immigrants,Somalia,706,8686.0,4204.0,4482.0,48.4,Africa,2015
Immigrants,Nigeria,566,8412.0,5064.0,3348.0,60.2,Africa,2015
Immigrants,United Arab Emirates,784,8122.0,4297.0,3825.0,52.9,Asia,2015
Immigrants,Slovenia,705,8068.0,4034.0,4034.0,50,Europe,2015
Immigrants,South Sudan,728,7511.0,4139.0,3372.0,55.1,Africa,2015
Immigrants,Zambia,894,7323.0,3603.0,3720.0,49.2,Africa,2015
Immigrants,Belgium,56,7288.0,3673.0,3615.0,50.4,Europe,2015
Immigrants,Slovakia,703,6701.0,3103.0,3598.0,46.3,Europe,2015
Immigrants,Kuwait,414,6575.0,3919.0,2656.0,59.6,Asia,2015
Immigrants,Jordan,400,6554.0,3644.0,2910.0,55.6,Asia,2015
Immigrants,Ghana,288,5909.0,3232.0,2677.0,54.7,Africa,2015
Immigrants,Bhutan,64,5834.0,2975.0,2859.0,51,Asia,2015
Immigrants,Venezuela,862,5771.0,2886.0,2885.0,50,South America,2015
Immigrants,Mexico,484,5410.0,2624.0,2786.0,48.5,North America,2015
Immigrants,Latvia,428,4992.0,1992.0,3000.0,39.9,Europe,2015
Immigrants,Eritrea,232,4662.0,2284.0,2378.0,49,Africa,2015
Immigrants,Tanzania,834,4495.0,2382.0,2113.0,53,Africa,2015
Immigrants,Norway,578,4382.0,1946.0,2436.0,44.4,Europe,2015
Immigrants,D.R. Congo,180,4318.0,2168.0,2150.0,50.2,Africa,2015
Immigrants,Sierra Leone,694,3989.0,1987.0,2002.0,49.8,Africa,2015
Immigrants,Bulgaria,100,3939.0,1820.0,2119.0,46.2,Europe,2015
Immigrants,Uganda,800,3800.0,1915.0,1885.0,50.4,Africa,2015
Immigrants,Liberia,430,3518.0,1675.0,1843.0,47.6,Africa,2015
Immigrants,Albania,8,3447.0,1775.0,1672.0,51.5,Europe,2015
Immigrants,Estonia,233,3443.0,1450.0,1993.0,42.1,Europe,2015
Immigrants,Lithuania,440,3374.0,1370.0,2004.0,40.6,Europe,2015
Immigrants,State of Palestine,275,3194.0,1801.0,1393.0,56.4,Asia,2015
Immigrants,Seychelles,690,3025.0,1376.0,1649.0,45.5,Africa,2015
Immigrants,Brunei Darussalam,96,2893.0,1392.0,1501.0,48.1,Asia,2015
Immigrants,Libya,434,2797.0,1482.0,1315.0,53,Africa,2015
Immigrants,"China, Macao SAR",446,2781.0,1226.0,1555.0,44.1,Asia,2015
Immigrants,Ecuador,218,2758.0,1357.0,1401.0,49.2,South America,2015
Immigrants,Burundi,108,2385.0,1212.0,1173.0,50.8,Africa,2015
Immigrants,Solomon Islands,90,2295.0,1033.0,1262.0,45,Oceania,2015
Immigrants,Belarus,112,2177.0,884.0,1293.0,40.6,Europe,2015
Immigrants,Morocco,504,2163.0,1198.0,965.0,55.4,Africa,2015
Immigrants,Montenegro,499,2033.0,1021.0,1012.0,50.2,Europe,2015
Immigrants,Kazakhstan,398,1911.0,701.0,1210.0,36.7,Asia,2015
Immigrants,Trinidad and Tobago,780,1905.0,964.0,941.0,50.6,North America,2015
Immigrants,Uzbekistan,860,1838.0,807.0,1031.0,43.9,Asia,2015
Immigrants,Mongolia,496,1782.0,773.0,1009.0,43.4,Asia,2015
Immigrants,Bahrain,48,1734.0,935.0,799.0,53.9,Asia,2015
Immigrants,Congo,178,1606.0,784.0,822.0,48.8,Africa,2015
Immigrants,Algeria,12,1606.0,972.0,634.0,60.5,Africa,2015
Immigrants,Oman,512,1577.0,841.0,736.0,53.3,Asia,2015
Immigrants,New Caledonia,540,1553.0,682.0,871.0,43.9,Oceania,2015
Immigrants,Armenia,51,1463.0,639.0,824.0,43.7,Asia,2015
Immigrants,Namibia,516,1436.0,712.0,724.0,49.6,Africa,2015
Immigrants,Malawi,454,1414.0,696.0,718.0,49.2,Africa,2015
Immigrants,Vanuatu,548,1390.0,705.0,685.0,50.7,Oceania,2015
Immigrants,Botswana,72,1327.0,660.0,667.0,49.7,Africa,2015
Immigrants,Jamaica,388,1279.0,680.0,599.0,53.2,North America,2015
Immigrants,Republic of Moldova,498,1153.0,515.0,638.0,44.7,Europe,2015
Immigrants,Qatar,634,1111.0,605.0,506.0,54.5,Asia,2015
Immigrants,Bolivia,68,1058.0,495.0,563.0,46.8,South America,2015
